관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
서울특별시 종로구청,서울특별시 종로구 낙산길,서울특별시 종로구 창신동 611-36,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.5802340 ,127.0104820 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 낙산길 250,,다목적,1,200,360도전방면,30,2014-10,02-2148-4301,37.5813380 ,127.0131390 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 낙산길 250,,다목적,1,200,360도전방면,30,2014-10,02-2148-4301,37.5821722 ,127.0146500 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 낙산성곽동길 18-1,서울특별시 종로구 창신동 640-163,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5741370 ,127.0092860 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 낙산성곽동길 72,서울특별시 종로구 창신동 618-1,생활방범,3,200,360도전방면,30,2013-02,02-2148-4301,37.5787810 ,127.0086710 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 낙산성곽서1길 17,서울특별시 종로구 이화동 9-498,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5777330 ,127.0080510 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 낙산성곽서길 5,서울특별시 종로구 종로6가 12-6,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5731020 ,127.0078610 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 낙산성곽서길 63,서울특별시 종로구 충신동 1-211,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5752800 ,127.0085970 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 난계로25길 68,서울특별시 종로구 숭인동 232-15,생활방범,4,200,360도전방면,30,2014-12,02-2148-4301,37.5719000 ,127.0193330 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 난계로29길 49,서울특별시 종로구 숭인동 201-18,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5737980 ,127.0203950 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대명1길 25,서울특별시 종로구 명륜4가 85-9,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5825218 ,127.0007633 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대명길 3,서울특별시 종로구 명륜4가 1,교통단속,1,41,360도전방면,30,2003-07,02-2148-4301,37.5834400 ,127.0014990 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대명길 4,서울특별시 종로구 명륜2가 24-4,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5836727 ,127.0013991 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로 103,서울특별시 종로구 연건동 28-2,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5804210 ,127.0019520 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로 120,서울특별시 종로구 동숭동 1-27,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5817930 ,127.0024100 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로 120,서울특별시 종로구 동숭동 1-27,교통단속,1,41,360도전방면,30,2003-07,02-2148-4301,37.5818650 ,127.0021580 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로 156,서울특별시 종로구 혜화동 90-7,교통단속,1,200,360도전방면,30,2013-06,02-2148-4301,37.5853610 ,127.0016620 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로 16,서울특별시 종로구 효제동 312-1,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5723690 ,127.0020980 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로 60,서울특별시 종로구 연건동 178-1,생활방범,2,200,360도전방면,30,2011-04,02-2148-4301,37.5767695 ,127.0026192 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로 60,서울특별시 종로구 연건동 178-1,생활방범,1,41,카메라 전면(고정),30,2011-04,02-2148-4301,37.5767695 ,127.0026192 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로 64,서울특별시 종로구 이화동 149,교통단속,1,200,360도전방면,30,2003-07,02-2148-4301,37.5768840 ,127.0024350 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로 93,서울특별시 종로구 연건동 32-2,교통단속,1,200,360도전방면,30,2003-07,02-2148-4301,37.5796130 ,127.0019910 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로 95,서울특별시 종로구 연건동 28-2,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5797540 ,127.0019900 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로10길 11,서울특별시 종로구 동숭동 1-61,교통단속,1,41,360도전방면,30,2004-07,02-2148-4301,37.5817768 ,127.0029320 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로10길 17,서울특별시 종로구 동숭동 1-67,교통단속,1,41,360도전방면,30,2004-07,02-2148-4301,37.5817767 ,127.0033880 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로11길 27,서울특별시 종로구 명륜4가 80-1,다목적,2,200,360도전방면,30,2013-02,02-2148-4301,37.5820976 ,127.0000597 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로11길 27,서울특별시 종로구 명륜4가 80-1,다목적,2,130,카메라 전면(고정),30,2013-02,02-2148-4301,37.5820976 ,127.0000597 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로14길 17,서울특별시 종로구 혜화동 163-33,생활방범,3,200,360도전방면,30,2014-12,02-2148-4301,37.5841090 ,127.0025740 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로3길 17,서울특별시 종로구 연지동 136-92 (연지1상상어린이공원),생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.5741600 ,127.0009680 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로3길 9,,다목적,1,200,360도전방면,30,2014-10,02-2148-4301,37.5741440 ,127.0012460 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로5길 16,서울특별시 종로구 연건동 93-13,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5785406 ,127.0011013 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로7길 18,서울특별시 종로구 연건동 50-6,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5792401 ,127.0010345 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로8가길 36,서울특별시 종로구 동숭동 1-57,교통단속,1,41,360도전방면,30,2004-07,02-2148-4301,37.5825970 ,127.0023310 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 대학로8길 7,서울특별시 종로구 동숭동 1-111,교통단속,1,41,360도전방면,30,2004-07,02-2148-4301,37.5808460 ,127.0033480 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 돈화문로 36-1,서울특별시 종로구 묘동 70-1,교통단속,1,200,360도전방면,30,2005-04,02-2148-4301,37.5717240 ,126.9919080 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 돈화문로 56-1,서울특별시 종로구 묘동 121,교통단속,1,200,360도전방면,30,2005-04,02-2148-4301,37.5735160 ,126.9913290 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 돈화문로 9,서울특별시 종로구 관수동 68,교통단속,3,200,360도전방면,30,2007-12,02-2148-4301,37.5693620 ,126.9921480 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 돈화문로11다길 44,서울특별시 종로구 익선동 166-61,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5737350 ,126.9897710 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 돈화문로2길 16,서울특별시 종로구 장사동 212,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5693100 ,126.9932920 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 돈화문로5가길 1,서울특별시 종로구 돈의동 137,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.5708390 ,126.9916980 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 돈화문로6나길 13,서울특별시 종로구 봉익동 149,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5714530 ,126.9933040 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 돈화문로9가길 5-6,서울특별시 종로구 돈의동 103-86,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5720090 ,126.9905300 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 돈화문로9길 10-4,서울특별시 종로구 돈의동 103-118,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5719890 ,126.9909910 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 돈화문로9길 26,서울특별시 종로구 돈의동 78,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5717116 ,126.9905308 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동망산1길 13,서울특별시 종로구 숭인동 32-26,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.5789750 ,127.0177010 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동망산길 130,서울특별시 종로구 숭인동 58-59 (숭인공원 유아숲체험원),생활방범,1,200,360도전방면,30,2017-04,02-2148-4301,37.5773510 ,127.0180730 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동망산길 130,서울특별시 종로구 숭인동 58-70 (숭인공원 유아숲체험원),생활방범,1,200,360도전방면,30,2017-04,02-2148-4301,37.5772030 ,127.0177960 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동망산길 150,서울특별시 종로구 숭인동 58-228 (숭인공원),생활방범,1,41,360도전방면,30,2012-08,02-2148-4301,37.5781010 ,127.0177510 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동망산길 150,서울특별시 종로구 숭인동 58-228 (숭인공원),생활방범,1,41,360도전방면,30,2012-08,02-2148-4301,37.5769500 ,127.0183810 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동망산길 150,서울특별시 종로구 숭인동 58-228 (숭인공원),생활방범,1,200,360도전방면,30,2012-08,02-2148-4301,37.5755130 ,127.0184200 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동망산길 150 (숭인공원 동망정 주변),,생활방범,1,200,360도전방면,30,2013-12,02-2148-4301,37.5756640 ,127.0181350 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동망산길 66-1,,다목적,1,200,360도전방면,30,2014-10,02-2148-4301,37.5797080 ,127.0170960 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동순라길 78-3,서울특별시 종로구 원남동 265,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.5740790 ,126.9963550 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동숭3길 40,서울특별시 종로구 동숭동 25-1,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5827787 ,127.0046543 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동숭4가길 7,서울특별시 종로구 동숭동 2-22,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5835980 ,127.0040930 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동숭4길 17,서울특별시 종로구 동숭동 10,생활방범,2,200,360도전방면,30,2015-12,02-2148-4301,37.5835200 ,127.0046440 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동숭4나길 12,서울특별시 종로구 동숭동 2-43 (백동어린이놀이터),생활방범,1,200,360도전방면,30,2015-06,02-2148-4301,37.5830610 ,127.0048540 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동숭4나길 29,서울특별시 종로구 동숭동 6-31,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5832490 ,127.0058630 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동숭4라길 9,서울특별시 종로구 동숭동 4-69,생활방범,3,200,360도전방면,30,2014-12,02-2148-4301,37.5840290 ,127.0058040 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동숭길 101,서울특별시 종로구 동숭동 1-83,생활방범,1,200,360도전방면,30,2013-02,02-2148-4301,37.5826840 ,127.0039087 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동숭길 101,서울특별시 종로구 동숭동 1-83,생활방범,1,130,카메라 전면(고정),30,2013-02,02-2148-4301,37.5826840 ,127.0039087 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 동숭길 29,서울특별시 종로구 동숭동 1-141,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5798665 ,127.0038854 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜10길 27,서울특별시 종로구 명륜3가 1-915,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5903220 ,126.9923400 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜2길 9-2,서울특별시 종로구 명륜3가 1-180,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5890410 ,126.9956010 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜3길 10,서울특별시 종로구 명륜3가 1-28,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.5888880 ,126.9942020 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜3길 41,서울특별시 종로구 명륜3가 1-236,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5896950 ,126.9929700 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜3길 49-11,서울특별시 종로구 명륜3가 1-240,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5895420 ,126.9922550 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜3길 49-4,서울특별시 종로구 명륜3가 1-871,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5897440 ,126.9925540 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜4길 3,서울특별시 종로구 명륜3가 1-143,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5893900 ,126.9948210 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜6길 8-2,서울특별시 종로구 명륜3가 산2-8,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.5900780 ,126.9930820 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜7길 1,서울특별시 종로구 명륜3가 1-1040,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5903950 ,126.9933020 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜7길 14,서울특별시 종로구 명륜3가 1-984,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5904580 ,126.9938720 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜7길 26,서울특별시 종로구 명륜3가 1-962,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5903814 ,126.9944252 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜7길 36,서울특별시 종로구 명륜3가 1-907,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5902830 ,126.9948350 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜7길 40,서울특별시 종로구 명륜3가 1-907,생활방범,1,200,360도전방면,30,2017-09,02-2148-4301,37.5903600 ,126.9950730 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜7길 55,서울특별시 종로구 명륜3가 1-883,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5908090 ,126.9958030 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜9길 22,서울특별시 종로구 명륜3가 1-1005,생활방범,2,200,360도전방면,30,2017-09,02-2148-4301,37.5910810 ,126.9940250 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜9길 3-2,서울특별시 종로구 명륜9길 3-2,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5911070 ,126.9932540 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜길 2,서울특별시 종로구 명륜1가 15,생활방범,4,200,360도전방면,30,2014-12,02-2148-4301,37.5877970 ,126.9966150 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 명륜길 45-23,서울특별시 종로구 명륜3가 1-165,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5894593 ,126.9934740 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 무교로 37,서울특별시 종로구 서린동 146,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5693650 ,126.9791910 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 백석동1길 2,서울특별시 종로구 부암동 46-1,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5942485 ,126.9682826 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 백석동2길 35-1,서울특별시 종로구 부암동 61,생활방범,3,200,360도전방면,30,2016-12,02-2148-4301,37.5985610 ,126.9703090 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 백석동3길 20,서울특별시 종로구 부암동 95-53,생활방범,2,200,카메라 전면(고정),30,2013-12,02-2148-4301,37.5969290 ,126.9668120 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 백석동3길 29,서울특별시 종로구 부암동 95-10,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5972455 ,126.9674441 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 백석동길 11,서울특별시 종로구 부암동 237-26,교통단속,1,200,360도전방면,30,2009-11,02-2148-4301,37.5931063 ,126.9656727 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 백석동길 20-3,서울특별시 종로구 부암동 48-35,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5932070 ,126.9665450 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 백석동길 232,서울특별시 종로구 부암동 91,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5980517 ,126.9670704 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 백석동길 259,서울특별시 종로구 부암동 151,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.5972770 ,126.9662330 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 백석동길 40,서울특별시 종로구 부암동 48-4,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5939330 ,126.9667830 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 백석동길 75,서울특별시 종로구 부암동 29-12,생활방범,3,200,360도전방면,30,2017-09,02-2148-4301,37.5941730 ,126.9686690 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 보문로 3,서울특별시 종로구 숭인동 1248,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5759281 ,127.0229556 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 보문로3길 11,서울특별시 종로구 숭인동 1147,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.5765710 ,127.0226960 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 보문로7길 6,서울특별시 종로구 숭인동 350,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5776780 ,127.0227100 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 보문로9길 3-6,서울특별시 종로구 숭인동 386,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5781899 ,127.0225795 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북악산로 267,서울특별시 종로구 평창동 산6-17 (북악산 팔각정),생활방범,1,130,360도전방면,30,2012-08,02-2148-4301,37.6018450 ,126.9811540 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북악산로 267,서울특별시 종로구 평창동 산 6-17,교통단속,1,200,360도전방면,30,2013-08,02-2148-4301,37.6019610 ,126.9816500 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로 127,서울특별시 종로구 삼청동 28-6,교통단속,1,200,360도전방면,30,2012-07,02-2148-4301,37.5868250 ,126.9835240 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로 134-3,서울특별시 종로구 삼청동 산2-1 (삼청공원 놀이터),생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.5885690 ,126.9840830 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로 134-3,서울특별시 종로구 삼청동 산2-1 (삼청공원 물의 숲),생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.5889120 ,126.9848740 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로 134-3,서울특별시 종로구 삼청동 산2-1 (삼청공원 숲 체험장),생활방범,1,200,360도전방면,30,2014-08,02-2148-4301,37.5894550 ,126.9856690 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로 4길 27,,다목적,1,200,360도전방면,30,2014-10,02-2148-4301,37.5793660 ,126.9866660 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로11길 33,서울특별시 종로구 가회동 33-13,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5823270 ,126.9835540 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로11길 5,서울특별시 종로구 가회동 60,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5814443 ,126.9846659 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로11길 74,서울특별시 종로구 삼청동 35-119,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5839378 ,126.9832846 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로11나길 26,서울특별시 종로구 삼청동 35-169,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5821066 ,126.9821919 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로11다길 30,서울특별시 종로구 삼청동 35-63,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.5834412 ,126.9825954 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로15길 23-5,서울특별시 종로구 삼청동 28-7,교통단속,1,200,360도전방면,30,2013-12,02-2148-4301,37.5859190 ,126.9837170 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로15길 27,서울특별시 종로구 삼청동 158-18,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5856350 ,126.9838750 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로1길 28,서울특별시 종로구 안국동 75-5,생활방범,3,200,360도전방면,30,2014-12,02-2148-4301,37.5772561 ,126.9840810 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로4길 7,서울특별시 종로구 가회동 210,교통단속,4,200,360도전방면,30,2007-12,02-2148-4301,37.5791790 ,126.9854210 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로5가길 12-19,서울특별시 종로구 화동 87-2,생활방범,1,41,카메라 전면(고정),30,2011-04,02-2148-4301,37.5805912 ,126.9822047 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로5나길 11,서울특별시 종로구 화동 25-1,생활방범,2,200,360도전방면,30,2013-12,02-2148-4301,37.5811040 ,126.9821830 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로6길 1,,다목적,1,200,360도전방면,30,2014-10,02-2148-4301,37.5800550 ,126.9850930 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 북촌로6길 13-2,서울특별시 종로구 가회동 192,생활방범,3,200,360도전방면,30,2014-12,02-2148-4301,37.5802588 ,126.9857223 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 비봉2길 32,서울특별시 종로구 구기동 138-1,생활방범,3,200,360도전방면,30,2015-12,02-2148-4301,37.6124960 ,126.9589170 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 비봉길 15,서울특별시 종로구 구기동 150,생활방범,4,200,360도전방면,30,2013-12,02-2148-4301,37.6099180 ,126.9565090 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 비봉길 23(비봉주차장 입구 건너편),,다목적,1,200,360도전방면,30,2015-08,02-2148-4301,37.6115460 ,126.9563400 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 비봉길 48,서울특별시 종로구 구기동 139-11,생활방범,3,200,360도전방면,30,2013-12,02-2148-4301,37.6131269 ,126.9558748 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로 73,서울특별시 종로구 사직동 228,교통단속,1,200,360도전방면,30,2013-08,02-2148-4301,37.5749070 ,126.9677220 ,2018-02-09
서울특별시 종로구청,서울특별시 종로구 사직로 95,서울특별시 종로구 필운동 142,교통단속,1,200,360도전방면,30,2005-04,02-2148-4301,37.5762232 ,126.9693121 ,2018-02-09
