보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"서초1동",1,서울특별시 서초구 남부순환로 2497,서울특별시 서초구 서초1동 1422-7,37.4835065,127.0235422,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로 2497,서울특별시 서초구 서초1동 1422-7,37.4835065,127.0235422,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로337가길 69,서울특별시 서초구 서초1동 1435-16,37.4850523,127.0244707,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로 2481,서울특별시 서초구 서초1동 1423-1,37.4832927,127.0220988,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로 2481,서울특별시 서초구 서초1동 1423-1,37.4832927,127.0220988,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로 2481,서울특별시 서초구 서초1동 1423-2,37.4832927,127.0220988,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로 2481,서울특별시 서초구 서초1동 1423-1,37.4832927,127.0220988,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로333길 2,서울특별시 서초구 서초1동 1424-1,37.4828934,127.0205595,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로 2477,서울특별시 서초구 서초1동 1424-2,37.4831648,127.021223,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로 2477,서울특별시 서초구 서초1동 1424-2,37.4831648,127.021223,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로333길 16,서울특별시 서초구 서초1동 1429-1,37.4833491,127.0203059,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로333길 22,서울특별시 서초구 서초1동 1429-3,37.4835706,127.0206151,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로335길 21,서울특별시 서초구 서초1동 1432-1,37.4837044,127.0209944,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로333길 36,서울특별시 서초구 서초1동 1431-1,37.4839977,127.0210561,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로333길 50,서울특별시 서초구 서초1동 1431-11,37.4843995,127.0215902,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로333길 56,서울특별시 서초구 서초1동 1431-13,37.4845971,127.0218364,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로339길 33,서울특별시 서초구 서초1동 1431-14,37.4843826,127.0219353,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로335길 35,서울특별시 서초구 서초1동 1431-7,37.4840719,127.0215176,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로337길 20,서울특별시 서초구 서초1동 1431-15,37.4838196,127.0213061,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로337가길 3-3,서울특별시 서초구 서초1동 1432-3,37.4836942,127.0216107,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로335길 42,서울특별시 서초구 서초1동 1432-16,,,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로337가길 11-6,서울특별시 서초구 서초1동 1432-18,37.4837721,127.0222022,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로333길 10,서울특별시 서초구 서초1동 1429-8,37.483132,127.0204241,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로335길 13,서울특별시 서초구 서초1동 1429-7,37.4833837,127.0206831,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로337가길 11-3,서울특별시 서초구 서초1동 1432-11,37.4837566,127.0219695,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 81,서울특별시 서초구 서초1동 1444-7,37.4849592,127.0201944,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 81,서울특별시 서초구 서초1동 1442-2,37.4849592,127.0201944,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 81,서울특별시 서초구 서초1동 1444-7,37.4849592,127.0201944,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 81,서울특별시 서초구 서초1동 1444-7,37.4849592,127.0201944,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 81,서울특별시 서초구 서초1동 1444-7,37.4849592,127.0201944,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 81,서울특별시 서초구 서초1동 1444-19,37.4849592,127.0201944,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로 2457,서울특별시 서초구 서초1동 1425-2,37.4827058,127.0191169,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로331길 6-14,서울특별시 서초구 서초1동 1425-3,37.4830262,127.0194022,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로331길 6-24,서울특별시 서초구 서초1동 1425-2,37.4832452,127.019734,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로2길 10,서울특별시 서초구 서초1동 1426-5,37.4829684,127.0183616,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로2길 34,서울특별시 서초구 서초1동 1427-3,37.4837802,127.0192679,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로2길 42,서울특별시 서초구 서초1동 1427-6,37.4839419,127.0197658,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로333길 15-5,서울특별시 서초구 서초1동 1427-7,37.4835999,127.0198074,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로2길 10,서울특별시 서초구 서초1동 1426-5,37.4829684,127.0183616,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로2길 41,서울특별시 서초구 서초1동 1444-19,37.4843053,127.0196961,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로60길 23-4,서울특별시 서초구 서초1동 1444-14,37.4842638,127.0190196,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로60길 23-12,서울특별시 서초구 서초1동 1444-17,37.4844473,127.0195215,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로60길 23-13,서울특별시 서초구 서초1동 1444-8,37.4847098,127.0195622,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 105,서울특별시 서초구 서초1동 1444-3,37.4850544,127.0191766,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로2길 10,서울특별시 서초구 서초1동 1426-3,37.4829684,127.0183616,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1445-15,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1445-15,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1445-15,,,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1445-15,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로333길 49,서울특별시 서초구 서초1동 1430-6,37.4846445,127.0214728,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로333길 43,서울특별시 서초구 서초1동 1430-8,37.4843922,127.021138,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로337길 34,서울특별시 서초구 서초1동 1430-2,37.484235,127.020759,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로339길 49,서울특별시 서초구 서초1동 1442-11,37.4851001,127.0216388,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로2길 72-3,서울특별시 서초구 서초1동 1442-6,37.4848524,127.0212202,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로2길 74,서울특별시 서초구 서초1동 1442-13,37.484845,127.0210869,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로2길 82,서울특별시 서초구 서초1동 1442-2,37.4851851,127.0211413,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로339길 65,서울특별시 서초구 서초1동 1439-12,37.485828,127.0211962,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 74,서울특별시 서초구 서초1동 1444-7,37.4856485,127.0207349,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 104,서울특별시 서초구 서초1동 1443-28,37.4853024,127.0192039,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 14,서울특별시 서초구 서초1동 1438-9,37.4866002,127.023693,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로 356,서울특별시 서초구 서초1동 1438-11,37.4864534,127.0230515,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 30,서울특별시 서초구 서초1동 1438-12,37.4862184,127.0230659,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 30,서울특별시 서초구 서초1동 1438-13,37.4862184,127.0230659,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 30,서울특별시 서초구 서초1동 1438-12,37.4862184,127.0230659,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로66길 11,서울특별시 서초구 서초1동 1438-15,37.4862005,127.0227404,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로 356,서울특별시 서초구 서초1동 1438-1,37.4864534,127.0230515,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로339길 38,서울특별시 서초구 서초1동 1436-8,37.4851056,127.0222041,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로339길 38,서울특별시 서초구 서초1동 1436-8,37.4851056,127.0222041,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로339길 38,서울특별시 서초구 서초1동 1436-8,37.4851056,127.0222041,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로339길 38,서울특별시 서초구 서초1동 1436-8,37.4851056,127.0222041,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로339길 38,서울특별시 서초구 서초1동 1436-8,37.4851056,127.0222041,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 59,서울특별시 서초구 서초1동 1441-1,37.4852798,127.0218015,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1436,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1436-2,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1436-2,,,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1436-14,,,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 남부순환로339길 64,서울특별시 서초구 서초1동 1439-14,37.4858915,127.0215742,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1440-3,,,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로68길 56,서울특별시 서초구 서초1동 1440-7,37.4855524,127.0219732,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로 366,서울특별시 서초구 서초1동 1437,37.4868601,127.0239621,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로 366,서울특별시 서초구 서초1동 1437,37.4868601,127.0239621,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",2,서울특별시 서초구 남부순환로339길 64-11,서울특별시 서초구 서초1동 1439-2,37.4860109,127.0217286,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로 351,서울특별시 서초구 서초1동 1606-1,37.4869722,127.0223765,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 136,서울특별시 서초구 서초1동 1606-4,37.4873239,127.0229486,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 136,서울특별시 서초구 서초1동 1606-4,37.4873239,127.0229486,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1606-5,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로67길 24,서울특별시 서초구 서초1동 1607-6,37.4882391,127.0234636,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로67길 24,서울특별시 서초구 서초1동 1607-1,37.4882391,127.0234636,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1616-4,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로67길 20,서울특별시 서초구 서초1동 1607-6,37.4880096,127.0235005,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로67길 20,서울특별시 서초구 서초1동 1607-6,37.4880096,127.0235005,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1616-10,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1616-7,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1607-1,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서리풀길 4,서울특별시 서초구 서초1동 1605-1,37.4867862,127.0211283,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 106,서울특별시 서초구 서초1동 1605-2,37.4868607,127.0214145,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로 349-5,서울특별시 서초구 서초1동 1605-4,37.4870032,127.0219837,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서리풀길 12,서울특별시 서초구 서초1동 1617-22,37.487381,127.0212506,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서리풀2길 20,서울특별시 서초구 서초1동 1617-26,37.4874987,127.0218653,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서리풀길 16,서울특별시 서초구 서초1동 1617-1,37.4877581,127.0208736,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서리풀4길 12,서울특별시 서초구 서초1동 1617-4,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서리풀4길 16,서울특별시 서초구 서초1동 1617-6,37.4880167,127.0216358,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서리풀2길 28,서울특별시 서초구 서초1동 1617-30,37.4875647,127.0224321,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1617-14,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1617-16,,,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서리풀2길 15,서울특별시 서초구 서초1동 1617-18,37.4877293,127.0215298,2009,건축물,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서리풀2길 5,서울특별시 서초구 서초1동 1617-20,37.4876319,127.0210879,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서리풀길 14,서울특별시 서초구 서초1동 1617-21,37.487572,127.0209269,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 106,서울특별시 서초구 서초1동 1605-3,37.4868607,127.0214145,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 115,서울특별시 서초구 서초1동 1617-37,37.4872223,127.0218859,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-6,서울특별시 서초구 서초1동 1603-22,37.4867091,127.0173729,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-3,서울특별시 서초구 서초1동 1603-34,37.4869215,127.0176777,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-8,서울특별시 서초구 서초1동 1603-24,37.4865595,127.0173794,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-16,서울특별시 서초구 서초1동 1603-26,37.4863249,127.0175566,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-20,서울특별시 서초구 서초1동 1603-28,37.4860869,127.0177588,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-23,서울특별시 서초구 서초1동 1603-41,37.4864196,127.0181015,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-28,서울특별시 서초구 서초1동 1603-45,37.4862551,127.0184768,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 38-38,서울특별시 서초구 서초1동 1603-50,37.4868032,127.0184041,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로61길 15,서울특별시 서초구 서초1동 1603-53,37.4867156,127.0188134,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로61길 15,서울특별시 서초구 서초1동 1603-53,37.4867156,127.0188134,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로61길 15,서울특별시 서초구 서초1동 1603-53,37.4867156,127.0188134,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로 321,서울특별시 서초구 서초1동 1603-54,37.4860805,127.0191564,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 70,서울특별시 서초구 서초1동 1604-3,37.4869611,127.0191800,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 70,서울특별시 서초구 서초1동 1604-1,37.4869611,127.0191800,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 72,서울특별시 서초구 서초1동 1604-2,37.4868643,127.0194617,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로61길 14-6,서울특별시 서초구 서초1동 1604-8,37.4864537,127.0196072,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 82,서울특별시 서초구 서초1동 1604-7,37.4868803,127.0198674,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 82,서울특별시 서초구 서초1동 1604-7,37.4868803,127.0198674,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1604-7,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1604-9,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1604-16,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서리풀길 1,서울특별시 서초구 서초1동 1604-18,37.4864621,127.0209426,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로 321,서울특별시 서초구 서초1동 1603-54,37.4860805,127.0191564,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1621-1,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로6길 5,서울특별시 서초구 서초1동 1621-6,37.4863259,127.0160471,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1621-8,,,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 18,서울특별시 서초구 서초1동 1621-11,37.4865869,127.0165514,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 24,서울특별시 서초구 서초1동 1621-13,37.4866876,127.0168542,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1603-2,,,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로 42,서울특별시 서초구 서초1동 1603-1,37.4857289,127.0160956,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로6길 18-2,서울특별시 서초구 서초1동 1603-21,37.4861877,127.0165464,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로6길 18-3,서울특별시 서초구 서초1동 1603-73,37.4862773,127.0168064,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로6길 26-3,서울특별시 서초구 서초1동 1603-82,37.4864278,127.0172477,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로 305,서울특별시 서초구 서초1동 1603-67,37.4854896,127.017554,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로57길 3,서울특별시 서초구 서초1동 1603-13,37.4853744,127.0166984,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로57길 4,서울특별시 서초구 서초1동 1603-66,37.4853746,127.0170523,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 서초중앙로8길 12,서울특별시 서초구 서초1동 1621-10,37.4865075,127.0162188,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로67길 46,서울특별시 서초구 서초1동 1608-3,37.4891248,127.0231275,2009,전용주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1608-4,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1608-4,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로67길 49-5,서울특별시 서초구 서초1동 1615-1,37.4890057,127.0225682,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구,서울특별시 서초구 서초1동 1615-3,,,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로67길 49-5,서울특별시 서초구 서초1동 1615-1,37.4890057,127.0225682,2009,한전주,02-2155-6996,서초구청,2019-06-05
"서초1동",1,서울특별시 서초구 효령로67길 48,서울특별시 서초구 서초1동 1608-1,37.4892847,127.0230791,2009,한전주,02-2155-6996,서초구청,2019-06-05
